step:1, loss:9.776942253112793
step:889, loss:0.018336443230509758
step:890, loss:0.002732045017182827
step:891, loss:0.002138747600838542
step:892, loss:0.00855700671672821
step:893, loss:0.052012816071510315
step:894, loss:0.028446275740861893
step:895, loss:0.03392069786787033
step:896, loss:0.00966018158942461
step:897, loss:0.05353951454162598
step:898, loss:0.014141904190182686
step:899, loss:0.10550310462713242
step:900, loss:0.010022887960076332
step:901, loss:0.0041069150902330875
step:902, loss:0.013821253553032875
step:903, loss:0.0024418095126748085
step:904, loss:0.004175612702965736
step:905, loss:0.08446893095970154
step:906, loss:0.0026209088973701
step:907, loss:0.005500052124261856
step:908, loss:0.0032129627652466297
step:909, loss:0.002537362277507782
step:910, loss:0.0011540629202499986
step:911, loss:0.0010888378601521254
step:912, loss:0.024036938324570656
step:913, loss:0.03795475885272026
step:914, loss:0.001564880134537816
step:915, loss:0.04997871443629265
step:916, loss:0.06815759837627411
step:917, loss:0.01307711936533451
step:918, loss:0.004693005234003067
step:919, loss:0.0013639357639476657
step:920, loss:0.035175871104002
step:921, loss:0.0030582889448851347
step:922, loss:0.026695288717746735
step:923, loss:0.004695230629295111
step:924, loss:0.0033675122540444136
step:925, loss:0.00585758313536644
step:926, loss:0.0006706079584546387
step:927, loss:0.008025511167943478
step:928, loss:0.01155837532132864
step:929, loss:0.06550554186105728
step:930, loss:0.0042756227776408195
step:931, loss:0.003656264627352357
step:932, loss:0.010156262665987015
step:933, loss:0.001044692937284708
step:934, loss:0.004335188772529364
step:935, loss:0.00232556345872581
step:936, loss:0.000737341120839119
step:937, loss:0.031855836510658264
step:938, loss:0.0028388844802975655
step:939, loss:0.0010962318629026413
step:940, loss:0.004546579904854298
step:941, loss:0.002197318011894822
step:942, loss:0.0006841787835583091
step:943, loss:0.0032781364861875772
step:944, loss:0.030149303376674652
step:945, loss:0.00166788580827415
step:946, loss:0.0018797321245074272
step:947, loss:0.005099238827824593
step:948, loss:0.001393994432874024
step:949, loss:0.00203555915504694
step:950, loss:0.018587587401270866
step:951, loss:0.002073973650112748
step:952, loss:0.10333938896656036
step:953, loss:0.0008544835727661848
step:954, loss:0.002553567523136735
step:955, loss:0.13269737362861633
step:956, loss:0.002790500409901142
step:957, loss:0.007264339830726385
step:958, loss:0.004840071778744459
step:959, loss:0.006755622569471598
step:960, loss:0.014600547961890697
step:961, loss:0.002171114319935441
step:962, loss:0.0017845466500148177
step:963, loss:0.07322624325752258
step:964, loss:0.14874203503131866
step:965, loss:0.0021949319634586573
step:966, loss:0.004172570537775755
step:967, loss:0.0007692186045460403
step:968, loss:0.0029907238204032183
step:969, loss:0.02196977287530899
step:970, loss:0.002185847843065858
step:971, loss:0.0003982272755820304
step:972, loss:0.0018239404307678342
step:973, loss:0.018025344237685204
step:974, loss:0.0037353707011789083
step:975, loss:0.002542399102821946
step:976, loss:0.0012571911793202162
step:977, loss:0.009174052625894547
step:978, loss:0.11390998959541321
step:979, loss:0.0048048789612948895
step:980, loss:0.0014744644286110997
step:981, loss:0.03042633831501007
step:982, loss:0.0018410648917779326
step:983, loss:0.12351435422897339
step:984, loss:0.0015988758532330394
step:985, loss:0.003383047878742218
step:986, loss:0.037139471620321274
step:987, loss:0.005176461301743984
step:988, loss:0.007312500383704901
step:989, loss:0.009120244532823563
step:990, loss:0.0019745470490306616
step:991, loss:0.0011126125464215875
step:992, loss:0.001745597692206502
step:993, loss:0.10478681325912476
step:994, loss:0.001490834983997047
step:995, loss:0.003927542828023434
step:996, loss:0.0016654965002089739
step:997, loss:0.0011988951591774821
step:998, loss:0.062402550131082535
step:999, loss:0.019995350390672684
step:1000, loss:0.0017289987299591303
Epoch: 4
Accuracy on test data: 0.7792087095061073
